"","statistic","p.value","parameter","method","p_BH","significant"
"X51183_435.201_6.703_NA",4.83400859422954,0.56527243632148,6,"Kruskal-Wallis rank sum test",0.758312885251174,"Nonsignificant"
"X11476_292.154_3.007_NA",4.83368119500722,0.565315083175589,6,"Kruskal-Wallis rank sum test",0.758312885251174,"Nonsignificant"
"X47546_381.154_6.115_NA",4.83134591774092,0.565619310093405,6,"Kruskal-Wallis rank sum test",0.758455012783056,"Nonsignificant"
"X3692_369.129_1.983_NA",4.83106200122779,0.56565630132616,6,"Kruskal-Wallis rank sum test",0.758455012783056,"Nonsignificant"
"X1834_192.102_0.872_NA",4.83094689993857,0.565671298029246,6,"Kruskal-Wallis rank sum test",0.758455012783056,"Nonsignificant"
"X76684_415.247_9.947_NA;B18A06_Vallartanone_B",4.83018211581759,0.5657709465591,6,"Kruskal-Wallis rank sum test",0.75847676881677,"Nonsignificant"
"X69286_357.191_9.081_NA",4.82670079155478,0.566224632871499,6,"Kruskal-Wallis rank sum test",0.758938306222731,"Nonsignificant"
"X63014_468.11_8.12_NA",4.82602778695159,0.566312354474655,6,"Kruskal-Wallis rank sum test",0.758938306222731,"Nonsignificant"
"X47383_440.227_6.136_NA",4.8256189891548,0.566365640972418,6,"Kruskal-Wallis rank sum test",0.758938306222731,"Nonsignificant"
"X75863_533.345_9.869_NA",4.8238285246573,0.566599048672722,6,"Kruskal-Wallis rank sum test",0.759139191059887,"Nonsignificant"
"X10228_402.176_2.907_NA",4.82236545938213,0.566789802606853,6,"Kruskal-Wallis rank sum test",0.759282876867763,"Nonsignificant"
"X33424_462.306_4.976_NA",4.81971557192549,0.567135354560595,6,"Kruskal-Wallis rank sum test",0.759633860292417,"Nonsignificant"
"X52909_571.251_6.843_NA",4.81899682832,0.567229093958811,6,"Kruskal-Wallis rank sum test",0.759647506595009,"Nonsignificant"
"X71949_267.195_9.421_NA;Chaulmoogric Acid",4.81731890730509,0.56744795269673,6,"Kruskal-Wallis rank sum test",0.759802121185097,"Nonsignificant"
"X3678_262.143_1.901_NA",4.81683036627794,0.567511681144742,6,"Kruskal-Wallis rank sum test",0.759802121185097,"Nonsignificant"
"X40058_306.206_5.542_NA",4.81380192347046,0.567906789648181,6,"Kruskal-Wallis rank sum test",0.760219159523153,"Nonsignificant"
"X3642_283.128_1.939_NA",4.81271485573973,0.568048639600245,6,"Kruskal-Wallis rank sum test",0.760297104555487,"Nonsignificant"
"X73571_470.116_9.607_NA",4.81106938095642,0.568263380076194,6,"Kruskal-Wallis rank sum test",0.760472571629785,"Nonsignificant"
"X3005_202.107_1.436_NA",4.81035400040923,0.568356749146121,6,"Kruskal-Wallis rank sum test",0.760485586936944,"Nonsignificant"
"X54258_456.223_6.882_NA",4.80657867812556,0.568849584653497,6,"Kruskal-Wallis rank sum test",0.760934011547992,"Nonsignificant"
"X21977_430.17_4.029_NA",4.80650450173937,0.568859269301771,6,"Kruskal-Wallis rank sum test",0.760934011547992,"Nonsignificant"
"X78218_726.461_10.099_NA;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid [IIN-based on: CCMSLIB00000846498]",4.80454696786172,0.569114871425956,6,"Kruskal-Wallis rank sum test",0.76104742913189,"Nonsignificant"
"X33587_382.199_4.857_NA",4.80425618989148,0.569152842910139,6,"Kruskal-Wallis rank sum test",0.76104742913189,"Nonsignificant"
"X47544_416.191_6.244_NA",4.80347605893189,0.569254721528506,6,"Kruskal-Wallis rank sum test",0.76104742913189,"Nonsignificant"
"X91484_519.488_12.684_NA",4.80329108361475,0.569278878742409,6,"Kruskal-Wallis rank sum test",0.76104742913189,"Nonsignificant"
"X88494_1148.325_11.708_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",4.8019234704318,0.569457496454711,6,"Kruskal-Wallis rank sum test",0.761142777352736,"Nonsignificant"
"X85088_429.263_10.896_NA",4.80146306527524,0.569517632460478,6,"Kruskal-Wallis rank sum test",0.761142777352736,"Nonsignificant"
"X2793_323.123_1.156_NA",4.8003785553509,0.569659295293658,6,"Kruskal-Wallis rank sum test",0.761152990890886,"Nonsignificant"
"X8388_228.159_2.656_NA",4.80012277470837,0.569692708206388,6,"Kruskal-Wallis rank sum test",0.761152990890886,"Nonsignificant"
"X80467_463.267_10.358_NA",4.79885410272152,0.569858446778421,6,"Kruskal-Wallis rank sum test",0.761262562167118,"Nonsignificant"
"X76329_712.445_9.92_NA;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid [IIN-based on: CCMSLIB00000846498]",4.79807087643474,0.569960775745267,6,"Kruskal-Wallis rank sum test",0.761287406063753,"Nonsignificant"
"X65672_321.206_8.548_NA",4.79570032739912,0.570270529943724,6,"Kruskal-Wallis rank sum test",0.761411554185157,"Nonsignificant"
"X26545_358.149_4.458_NA",4.79565940249643,0.570275878042131,6,"Kruskal-Wallis rank sum test",0.761411554185157,"Nonsignificant"
"X60816_351.18_7.84_NA",4.79543687333739,0.570304958645064,6,"Kruskal-Wallis rank sum test",0.761411554185157,"Nonsignificant"
"X20984_320.185_3.825_NA",4.7921321874361,0.570736885417255,6,"Kruskal-Wallis rank sum test",0.76187634153776,"Nonsignificant"
"X64910_554.405_8.4_NA",4.79048240229179,0.570952558672634,6,"Kruskal-Wallis rank sum test",0.76205235811092,"Nonsignificant"
"X19955_351.143_3.813_NA",4.78851800695725,0.571209398602743,6,"Kruskal-Wallis rank sum test",0.762283260251892,"Nonsignificant"
"X60905_404.279_7.852_NA",4.78554327808467,0.571598416257877,6,"Kruskal-Wallis rank sum test",0.762690460906461,"Nonsignificant"
"X3544_339.118_1.799_NA",4.78421066093722,0.571772718964424,6,"Kruskal-Wallis rank sum test",0.7628110874284,"Nonsignificant"
"X91200_708.511_12.659_NA;Sarmentoside B",4.78335123797831,0.571885139254906,6,"Kruskal-Wallis rank sum test",0.762849132351174,"Nonsignificant"
"X13816_318.206_3.251_NA",4.78245089011659,0.572002921378062,6,"Kruskal-Wallis rank sum test",0.762894317319838,"Nonsignificant"
"X57747_301.179_7.446_NA",4.78149171270718,0.572128409036072,6,"Kruskal-Wallis rank sum test",0.762949764587264,"Nonsignificant"
"X22594_252.086_4.062_NA",4.77357018620819,0.573165144986843,6,"Kruskal-Wallis rank sum test",0.764122882554911,"Nonsignificant"
"X45775_254.211_6.047_NA",4.77327348066297,0.573203989522087,6,"Kruskal-Wallis rank sum test",0.764122882554911,"Nonsignificant"
"X70311_216.138_9.222_NA",4.77284376918351,0.573260248779922,6,"Kruskal-Wallis rank sum test",0.764122882554911,"Nonsignificant"
"X51094_442.207_6.59_NA",4.7702373644363,0.573601529879291,6,"Kruskal-Wallis rank sum test",0.764465715283277,"Nonsignificant"
"X91191_532.351_12.606_NA",4.76831091661451,0.573853823991067,6,"Kruskal-Wallis rank sum test",0.764569695328521,"Nonsignificant"
"X73709_352.248_9.501_NA;NCGC00384597-01!3a,8-dihydroxy-3,5a,9-trimethyl-4,5,6,7,8,9b-hexahydro-3H-benzo[g][1]benzofuran-2-one",4.76779977491299,0.573920771410925,6,"Kruskal-Wallis rank sum test",0.764569695328521,"Nonsignificant"
"X91217_705.549_12.607_NA;Contaminant vial septum ThermoFisher C5000-44B",4.76719336384872,0.574000200427507,6,"Kruskal-Wallis rank sum test",0.764569695328521,"Nonsignificant"
"X69768_354.227_9.014_NA",4.76707335788831,0.57401591952403,6,"Kruskal-Wallis rank sum test",0.764569695328521,"Nonsignificant"
"X42653_279.159_5.783_NA;(4R)-3-methylidene-4-[(E)-3-methyl-4-(4-methyl-5-oxooxolan-2-yl)but-2-enyl]oxolan-2-one",4.76559238796813,0.574209918285797,6,"Kruskal-Wallis rank sum test",0.764657680535227,"Nonsignificant"
"X77076_239.164_9.987_NA;(3aR)-(+)-Sclareolide CollisionEnergy:102040",4.76495549416825,0.574293354903964,6,"Kruskal-Wallis rank sum test",0.764657680535227,"Nonsignificant"
"X63090_398.217_8.124_NA",4.76429302230395,0.574380146916338,6,"Kruskal-Wallis rank sum test",0.764657680535227,"Nonsignificant"
"X91955_626.514_12.911_NA;Contaminant vial septum ThermoFisher C5000-44B",4.76381428366645,0.574442870473175,6,"Kruskal-Wallis rank sum test",0.764657680535227,"Nonsignificant"
"X36185_303.05_5.207_NA",4.76304907372437,0.574543132032596,6,"Kruskal-Wallis rank sum test",0.764657680535227,"Nonsignificant"
"X3309_249.123_1.612_NA",4.76271741354606,0.574586589685071,6,"Kruskal-Wallis rank sum test",0.764657680535227,"Nonsignificant"
"X13260_328.175_3.307_NA",4.76146920401072,0.574750153747781,6,"Kruskal-Wallis rank sum test",0.764763412538391,"Nonsignificant"
"X54972_591.279_7.1_NA",4.7580928995294,0.575192662876408,6,"Kruskal-Wallis rank sum test",0.765072095656246,"Nonsignificant"
"X45175_370.186_5.875_NA",4.75803151217508,0.575200709600026,6,"Kruskal-Wallis rank sum test",0.765072095656246,"Nonsignificant"
"X42627_400.248_5.762_NA",4.75744833231022,0.575277155436396,6,"Kruskal-Wallis rank sum test",0.765072095656246,"Nonsignificant"
"X38380_283.062_5.396_NA",4.75713116431348,0.575318732732265,6,"Kruskal-Wallis rank sum test",0.765072095656246,"Nonsignificant"
"X3296_341.134_1.582_NA",4.75644311438498,0.575408932247391,6,"Kruskal-Wallis rank sum test",0.765080142145843,"Nonsignificant"
"X17587_294.097_3.611_NA",4.75347605893182,0.575797953181771,6,"Kruskal-Wallis rank sum test",0.765485449675196,"Nonsignificant"
"X69397_328.248_9.093_NA",4.75201299365665,0.575989814443763,6,"Kruskal-Wallis rank sum test",0.765628566216768,"Nonsignificant"
"X38320_372.201_5.39_NA",4.75023276038473,0.576223297961147,6,"Kruskal-Wallis rank sum test",0.765826958787129,"Nonsignificant"
"X92149_403.299_12.967_NA",4.74848322078992,0.57645278788268,6,"Kruskal-Wallis rank sum test",0.76595839221416,"Nonsignificant"
"X52843_384.201_6.775_NA",4.74794352363415,0.576523587215733,6,"Kruskal-Wallis rank sum test",0.76595839221416,"Nonsignificant"
"X77166_487.287_9.974_NA",4.7475521792511,0.576574927003268,6,"Kruskal-Wallis rank sum test",0.76595839221416,"Nonsignificant"
"X49651_412.196_6.54_NA",4.74630396971554,0.576738688002381,6,"Kruskal-Wallis rank sum test",0.766064010418941,"Nonsignificant"
"X84649_587.548_10.842_NA",4.74360413885219,0.577092951907622,6,"Kruskal-Wallis rank sum test",0.766422599874978,"Nonsignificant"
"X86606_1220.344_11.267_NA;Contaminant vial septum ThermoFisher C5000-44B",4.74196545622443,0.577308011623628,6,"Kruskal-Wallis rank sum test",0.766596238014024,"Nonsignificant"
"X21060_340.139_3.924_NA",4.74012430939229,0.577549675509911,6,"Kruskal-Wallis rank sum test",0.766784863781863,"Nonsignificant"
"X56380_307.153_7.296_NA",4.73863055044001,0.57774576774393,6,"Kruskal-Wallis rank sum test",0.766784863781863,"Nonsignificant"
"X68938_359.29_9.027_NA",4.73849754450578,0.577763229118811,6,"Kruskal-Wallis rank sum test",0.766784863781863,"Nonsignificant"
"X10830_360.165_2.933_NA",4.73831338244327,0.577787406705845,6,"Kruskal-Wallis rank sum test",0.766784863781863,"Nonsignificant"
"X87287_473.344_11.22_NA",4.73488056203439,0.578238145548438,6,"Kruskal-Wallis rank sum test",0.767271047770928,"Nonsignificant"
"X59531_356.279_7.659_NA",4.73302383875591,0.578481988536936,6,"Kruskal-Wallis rank sum test",0.767458541281486,"Nonsignificant"
"X88488_584.487_11.706_NA",4.73176234539957,0.578647680141251,6,"Kruskal-Wallis rank sum test",0.767458541281486,"Nonsignificant"
"X90909_997.309_12.488_NA;Contaminant vial septum ThermoFisher C5000-44B",4.73101315474058,0.578746090690757,6,"Kruskal-Wallis rank sum test",0.767458541281486,"Nonsignificant"
"X89426_1250.374_12.019_NA",4.73093798530693,0.578755964947479,6,"Kruskal-Wallis rank sum test",0.767458541281486,"Nonsignificant"
"X20700_393.154_3.894_NA",4.7305913648454,0.578801497752656,6,"Kruskal-Wallis rank sum test",0.767458541281486,"Nonsignificant"
"X57213_320.2_7.378_NA",4.72983311593357,0.578901107199931,6,"Kruskal-Wallis rank sum test",0.767478691551731,"Nonsignificant"
"X5565_267.134_2.244_NA",4.72284632698995,0.579819219502782,6,"Kruskal-Wallis rank sum test",0.768583808677546,"Nonsignificant"
"X64066_450.247_8.281_NA",4.72211990996516,0.579914703959015,6,"Kruskal-Wallis rank sum test",0.768598321923522,"Nonsignificant"
"X44655_354.191_5.936_NA",4.72105586249234,0.580054578087522,6,"Kruskal-Wallis rank sum test",0.768668792074901,"Nonsignificant"
"X91977_999.289_12.912_NA;Contaminant vial septum ThermoFisher C5000-44B",4.72042919991816,0.580136961198633,6,"Kruskal-Wallis rank sum test",0.768668792074901,"Nonsignificant"
"X59562_358.274_7.69_NA",4.71445672191533,0.580922319998228,6,"Kruskal-Wallis rank sum test",0.76959722183067,"Nonsignificant"
"X87985_593.597_11.508_NA",4.7132003059771,0.58108757939153,6,"Kruskal-Wallis rank sum test",0.769704002305913,"Nonsignificant"
"X74804_314.341_9.737_NA",4.71217515858393,0.581222431119769,6,"Kruskal-Wallis rank sum test",0.769731620859443,"Nonsignificant"
"X81394_1028.562_10.468_NA",4.71140781665645,0.581323376988549,6,"Kruskal-Wallis rank sum test",0.769731620859443,"Nonsignificant"
"X75991_510.378_9.878_NA",4.71111111111111,0.581362410959282,6,"Kruskal-Wallis rank sum test",0.769731620859443,"Nonsignificant"
"X19726_326.123_3.805_NA",4.70775271127479,0.581804295999223,6,"Kruskal-Wallis rank sum test",0.770204522309979,"Nonsignificant"
"X88526_641.496_11.713_NA",4.70640218948233,0.581982023821017,6,"Kruskal-Wallis rank sum test",0.77022674378053,"Nonsignificant"
"X45036_307.247_5.977_NA",4.70633769721723,0.581990511413577,6,"Kruskal-Wallis rank sum test",0.77022674378053,"Nonsignificant"
"X54780_322.185_7.074_NA",4.70507413824329,0.582156812099187,6,"Kruskal-Wallis rank sum test",0.770334701732762,"Nonsignificant"
"X86445_792.595_11.103_NA",4.70418146196404,0.58227430932298,6,"Kruskal-Wallis rank sum test",0.770349607797867,"Nonsignificant"
"X89404_862.285_12.007_NA",4.70370114589718,0.582337533479404,6,"Kruskal-Wallis rank sum test",0.770349607797867,"Nonsignificant"
"X88022_565.399_11.519_NA",4.69956773071419,0.582881709991732,6,"Kruskal-Wallis rank sum test",0.770946718529256,"Nonsignificant"
"X28940_346.237_4.602_NA",4.6989845508491,0.582958500867646,6,"Kruskal-Wallis rank sum test",0.770946718529256,"Nonsignificant"
"X50676_355.248_6.598_NA",4.69773286165051,0.583123329718591,6,"Kruskal-Wallis rank sum test",0.771052547091541,"Nonsignificant"
"X2513_151.035_1.13_NA",4.69672032526911,0.583256676912062,6,"Kruskal-Wallis rank sum test",0.771116723350948,"Nonsignificant"
"X22850_276.144_4.194_NA",4.69603028442816,0.583347558407341,6,"Kruskal-Wallis rank sum test",0.771124745716711,"Nonsignificant"
"X87296_925.57_11.311_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",4.694014732965,0.583613042238323,6,"Kruskal-Wallis rank sum test",0.771363538309468,"Nonsignificant"
"X73297_254.211_9.575_NA;2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoic acid",4.69326216386629,0.58371217906762,6,"Kruskal-Wallis rank sum test",0.771382431988779,"Nonsignificant"
"X59959_510.186_7.725_NA",4.68586044608139,0.584687509086628,6,"Kruskal-Wallis rank sum test",0.77255905139015,"Nonsignificant"
"X2075_245.12_0.974_NA",4.68305453243295,0.585057384864757,6,"Kruskal-Wallis rank sum test",0.772935446554834,"Nonsignificant"
"X3937_198.149_2.017_NA",4.68060926949045,0.585379781371458,6,"Kruskal-Wallis rank sum test",0.773186134147906,"Nonsignificant"
"X87802_615.092_11.439_NA",4.68032535297732,0.585417218155982,6,"Kruskal-Wallis rank sum test",0.773186134147906,"Nonsignificant"
"X19371_265.143_3.77_NA",4.67645539185582,0.585927582057754,6,"Kruskal-Wallis rank sum test",0.773747796088468,"Nonsignificant"
"X83313_376.269_10.571_NA;NCGC00385110-01_C20H38O2_(2R)-1-(5-Hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyldecahydro-2-naphthalenol",4.6753018211582,0.586079740673246,6,"Kruskal-Wallis rank sum test",0.773836334911582,"Nonsignificant"
"X2383_305.157_0.976_NA",4.67354304681464,0.586311751426895,6,"Kruskal-Wallis rank sum test",0.77384140634911,"Nonsignificant"
"X88499_428.267_11.69_NA",4.67342855999291,0.586326855108578,6,"Kruskal-Wallis rank sum test",0.77384140634911,"Nonsignificant"
"X3375_245.1_1.619_NA",4.67333711831915,0.586338918647054,6,"Kruskal-Wallis rank sum test",0.77384140634911,"Nonsignificant"
"X83988_707.362_10.765_NA",4.66977089304171,0.586809458547106,6,"Kruskal-Wallis rank sum test",0.774350014094381,"Nonsignificant"
"X74640_195.101_9.719_""(1S,2S,6R,7R,9R)-6-methyl-10,12-dioxatricyclo[7.2.1.0<2,7>]dodec-4-en-8-one CollisionEnergy:102040""",4.66785348884798,0.58706249716522,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X57972_483.322_7.471_NA",4.66774861878457,0.587076337803007,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X32990_470.202_4.952_NA",4.66695314098627,0.587181327483935,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X86965_411.289_11.065_NA",4.66654133415182,0.587235681399872,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X86960_475.126_11.295_NA",4.66494526294252,0.58744636012159,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X43540_400.196_5.837_NA",4.66469971352569,0.587478774361008,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X17453_423.259_3.598_NA",4.6646894823001,0.58748012496661,6,"Kruskal-Wallis rank sum test",0.774448208814907,"Nonsignificant"
"X52602_409.185_6.801_NA",4.66261510128913,0.587753980573687,6,"Kruskal-Wallis rank sum test",0.774682962626902,"Nonsignificant"
"X19394_372.165_3.652_NA",4.66204982606916,0.587828614074241,6,"Kruskal-Wallis rank sum test",0.774682962626902,"Nonsignificant"
"X35488_388.254_5.153_NA",4.6596720197576,0.588142589517463,6,"Kruskal-Wallis rank sum test",0.774984409259823,"Nonsignificant"
"X11211_349.184_2.974_NA",4.65806220585216,0.588355186058518,6,"Kruskal-Wallis rank sum test",0.77515220281757,"Nonsignificant"
"X90156_642.352_12.228_NA",4.65616014069629,0.588606409274093,6,"Kruskal-Wallis rank sum test",0.775295714682456,"Nonsignificant"
"X73653_359.221_9.69_NA",4.65513607530193,0.58874168094643,6,"Kruskal-Wallis rank sum test",0.775295714682456,"Nonsignificant"
"X60989_414.212_7.86_NA",4.65488029465928,0.588775469251394,6,"Kruskal-Wallis rank sum test",0.775295714682456,"Nonsignificant"
"X56054_421.185_7.308_NA",4.65465520769385,0.588805203462644,6,"Kruskal-Wallis rank sum test",0.775295714682456,"Nonsignificant"
"X57955_277.143_7.33_NA",4.65300798035605,0.589022818143744,6,"Kruskal-Wallis rank sum test",0.775469948242531,"Nonsignificant"
"X89737_1348.883_12.156_NA",4.65042362533622,0.589364287137911,6,"Kruskal-Wallis rank sum test",0.775807166448224,"Nonsignificant"
"X2787_220.133_1.126_NA",4.64621188868421,0.589920913074012,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X11371_325.175_3.038_NA",4.6461121342337,0.589934098669109,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X36302_465.295_5.217_NA",4.64506854921217,0.590072045760441,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X79555_490.374_10.256_NA",4.64448917113982,0.590148635614283,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X52261_235.06_6.767_NA",4.643756394516,0.590245508126057,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X76599_338.268_9.94_NA",4.64287105464396,0.59036255594642,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X83984_418.294_10.882_NA",4.64169224473096,0.590518413592963,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X59637_206.154_7.684_NA",4.64167178227945,0.590521119170648,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
"X75503_384.274_9.825_NA",4.64165545588962,0.590523277874463,6,"Kruskal-Wallis rank sum test",0.776321232277995,"Nonsignificant"
